20140901,350031247.7109561,289357283.30991447
20140902,335403614.67967737,310252088.82006884
20140903,328140195.6129919,306690373.01447964
20140904,271257081.531603,312019910.619985
20140905,257620301.67701286,284787205.2373708
20140906,251362609.56951082,227819374.31106806
20140907,292629221.90308285,258129854.92827904
20140908,330703838.0945337,323434982.6792166
20140909,293979117.03523016,312836406.11340094
20140910,294054343.87558424,333898759.6250489
20140911,299994994.1863743,319049401.8337103
20140912,309022582.27515095,273081019.4355791
20140913,256202147.7256037,281703918.96435547
20140914,262473337.5913984,291840752.5796381
20140915,322731257.2481832,289715897.0686006
20140916,319354605.75359154,317089036.8391689
20140917,309994459.8235192,305861750.0904476
20140918,270663508.66049945,305977613.3528962
20140919,266170506.39501113,251700074.85982916
20140920,238011849.25456572,239280901.81997508
20140921,255045305.82241082,251096541.028558
20140922,260046346.20029855,301433892.3411937
20140923,273490504.46034056,257199137.3358182
20140924,249496142.8730715,270114391.9612408
20140925,248670339.31465322,238150904.90139416
20140926,211652431.1874395,243097316.30801433
20140927,218524960.963892,204771857.0112955
20140928,226182553.20565057,236106841.82945633
20140929,249254479.30621922,255085849.79207695
20140930,256042172.8012449,301340373.17709243
